選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
第1屆臺南市議員,王定宇,4190099,2020000,0,110000,256100,590,655242,2626030,100,6500,2000,264037,3257847,0,0,0
第1屆臺南市議員,王家貞,221568,0,0,0,7666,2,315540,367273,237898,55234,5360,0,71759,0,0,0
第1屆臺南市議員,王峻潭,309200,102000,0,0,22000,0,30000,1344080,4000,100,139480,77535,188289,0,0,32940
第1屆臺南市議員,王敏星,611888,486000,0,0,10000,0,0,1240045,0,0,0,0,0,0,0,0
第1屆臺南市議員,王錦德,1574000,760000,0,0,0,0,889620,945552,66463,0,52900,75223,304776,0,0,0
第1屆臺南市議員,盧崑福,506000,332000,0,0,0,0,0,1420410,0,0,144285,20885,337166,0,0,180733
第1屆臺南市議員,翁朝正,659688,0,0,0,0,0,0,683769,0,0,29080,48819,385620,0,0,0
第1屆臺南市議員,翁若珊,50000,100000,0,0,63390,0,0,158500,0,168000,0,0,0,0,0,0
第1屆臺南市議員,莊玉珠,1499000,329000,0,0,56000,0,330050,1042214,24917,173546,113482,97487,103136,0,0,19200
第1屆臺南市議員,葉俊良,270000,20000,0,0,6000,0,96000,288000,28000,0,57000,0,18000,0,0,0
第1屆臺南市議員,葉枝成,1688300,0,0,0,40400,0,808800,387484,19548,20000,143500,107645,611333,0,0,146588
第1屆臺南市議員,蔡和靖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆臺南市議員,蔡旺詮,2238568,1744000,0,0,14200,0,203620,2827019,31400,32900,250751,63866,528914,130000,0,82524
第1屆臺南市議員,蔡淑惠,899400,393000,0,0,18000,9,375000,1352794,0,0,124120,77897,196362,0,0,0
第1屆臺南市議員,蔡玉枝,297200,62000,0,0,7330,0,361500,41635,0,11840,0,0,94059,0,0,0
第1屆臺南市議員,蔡百祿,774653,573000,0,94000,34000,0,237650,902230,59400,23258,22000,37903,201598,0,0,0
第1屆臺南市議員,蔡秋蘭,277000,383000,0,0,0,0,0,996665,0,0,82780,5203,407241,0,0,2200
第1屆臺南市議員,蔡育輝,1090000,1280000,0,90000,43000,0,0,3253590,40600,0,128070,68030,56970,30000,0,0
第1屆臺南市議員,蔡蘇秋金,250000,150000,0,0,0,0,0,339450,0,0,0,0,60550,0,0,0
第1屆臺南市議員,許木樹,32800,132000,0,0,0,11,18900,163883,46000,55000,109084,70087,321403,0,0,58450
第1屆臺南市議員,許玉美,115000,0,0,0,0,0,0,115000,0,0,0,0,0,0,0,0
第1屆臺南市議員,許至椿,1665368,380000,0,0,3800,17,547083,1212829,158300,214648,114100,0,556963,0,0,89500
第1屆臺南市議員,謝總茹,287180,30000,0,0,0,0,40000,72517,0,41500,75743,22193,108156,0,0,0
第1屆臺南市議員,謝財旺,240000,202400,0,0,0,0,0,275700,76400,0,252000,0,120620,0,0,0
第1屆臺南市議員,謝龍介,5477600,2710888,0,0,64000,0,3357000,2623609,19983,0,2252565,32488,604752,0,100000,95120
第1屆臺南市議員,賴惠員,1702000,1005000,0,20000,21500,0,300000,1763247,0,0,452453,116727,122576,330000,0,100000
第1屆臺南市議員,賴美惠,1826600,575000,0,0,2000,0,344400,1928733,0,0,45450,321583,816703,0,60000,155000
第1屆臺南市議員,趙昆原,634200,517000,0,50000,4100,0,283055,677391,542100,24341,169370,72335,76040,200000,0,21800
第1屆臺南市議員,邱奕龍,45000,240000,0,0,0,0,60000,344929,0,101300,60865,49541,54089,0,0,4000
第1屆臺南市議員,邱莉莉,6079160,1133000,16800,12000,6100,312,1000000,2588836,736463,0,1454391,161195,817075,403000,0,297100
第1屆臺南市議員,郭信良,2180998,2331000,0,0,26168,0,1734600,1366563,10000,9900,181909,149962,1105661,0,0,527630
第1屆臺南市議員,郭和元,1214500,305000,0,0,0,13,913600,817934,1160,0,107031,58204,145848,0,0,0
第1屆臺南市議員,郭國文,3142355,1308000,161500,0,1000,0,1195785,2057763,3600,23600,173990,61532,884096,40000,100000,181690
第1屆臺南市議員,郭清華,2208600,250000,0,0,10000,0,225975,1896315,95700,0,346343,87820,205595,0,0,175100
第1屆臺南市議員,郭瑞南,466400,251500,0,0,0,0,680450,595375,103820,128557,51473,69309,118406,0,0,0
第1屆臺南市議員,郭秀珠,919600,722000,0,0,6000,66,0,1372419,36000,49500,152280,11007,321475,0,0,0
第1屆臺南市議員,陳怡珍,2175750,1346888,0,10000,17990,225,11800,2323837,31200,9000,89544,89614,271301,270000,0,705507
第1屆臺南市議員,陳文清,787200,243600,0,3000,0,0,56000,615821,0,0,8700,138408,236179,10000,0,0
第1屆臺南市議員,陳文科,1394700,443000,0,11000,7000,0,193200,1837458,77100,0,50690,16062,211410,6000,0,50500
第1屆臺南市議員,陳文賢,2519846,278000,0,0,181940,168,744654,1398807,0,0,242114,232785,605150,210000,0,14765
第1屆臺南市議員,陳昌輝,641000,507000,100000,0,0,0,316410,198283,101498,100000,473413,44335,182031,0,30000,8250
第1屆臺南市議員,陳朝來,2386400,1560000,0,30000,5000,0,618900,1856561,0,0,346055,134154,1088057,0,0,43700
第1屆臺南市議員,陳正育,140000,0,200000,0,0,13,0,150252,0,0,0,0,200000,0,0,0
第1屆臺南市議員,陳特清,1960000,750000,0,0,0,42,203000,1161545,0,0,55500,38005,1126472,236000,0,0
第1屆臺南市議員,陳秋萍,638600,172000,0,0,0,0,0,1004775,0,0,50000,0,0,0,0,0
第1屆臺南市議員,陳進益,1209500,33200,0,8700,41000,7,0,955892,260800,0,85600,0,0,0,0,0
第1屆臺南市議員,陳進義,1070000,470000,0,0,8510,28,528000,1318624,0,3540,114500,1200,114149,0,0,0
第1屆臺南市議員,陳進雄,1461000,360000,0,0,0,0,405000,1022938,104390,180000,135559,0,85662,60000,0,0
第1屆臺南市議員,陳郁珺,73166,0,0,0,800,0,11050,7232,0,0,20300,22717,19320,0,0,0
第1屆臺南市議員,陳金鐘,3680680,485000,0,0,0,0,2245990,1236237,72000,275815,461266,103072,479436,0,0,37080
第1屆臺南市議員,陸美祈,1751000,252000,0,0,0,0,400525,881807,284800,0,0,46190,367725,0,0,0
第1屆臺南市議員,顏明仁,0,0,200000,0,0,0,0,46507,0,0,10993,13142,200000,0,0,0
第1屆臺南市議員,馬崇喜,360000,150000,0,0,0,0,206748,557061,0,68000,91010,40606,284101,0,0,0
第1屆臺南市議員,黃建欣,30000,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0
第1屆臺南市議員,黃明進,309900,50000,0,0,0,0,0,199070,16332,0,24307,50,170440,0,0,1000
第1屆臺南市議員,黃月娟,4000,0,0,0,0,0,0,0,0,0,0,0,5750,0,0,0
第1屆臺南市議員,黃永田,70600,0,0,0,5100,3,0,431145,2200,0,17100,1183,62951,0,0,37700
第1屆臺南市議員,黃郁文,719888,1093000,0,0,0,5,620000,1641131,0,480000,138886,0,492667,0,0,0
第1屆臺南市議員,黃金鏞,1322488,250000,0,94000,16000,0,503900,807109,50397,0,167040,500,436138,0,0,0
第1屆臺南市議員,黃麗招,892727,430000,0,0,22990,0,180000,746188,40000,80000,77500,42468,271489,0,0,0
第1屆高雄市市長,林景元,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市市長,楊秋興,37136976,53840000,0,522000,23000,4953,5252177,69725263,2097346,1786111,16104520,643722,2182576,0,0,0
第1屆高雄市市長,陳菊,60051624,36652300,185999,2060000,160433,8381,5002230,57025384,1005539,20470522,13049552,733415,4679203,3302000,0,257716
第1屆高雄市市長,黃昭順,32657107,19456668,2000000,2170000,347834,1278,10578460,36852399,5075792,2963305,7127751,861609,9468465,610000,51000,0
第1屆高雄市議員,于淑恩,1520000,1272000,0,0,17000,0,894500,1068313,9700,28613,456380,113832,522561,0,0,166013
第1屆高雄市議員,伊斯坦大．貝雅夫．正福,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,俄鄧．殷艾,452000,10000,220000,0,5000,21,892500,311062,9600,290040,255137,89205,328067,0,0,0
第1屆高雄市議員,劉德林,1107000,590000,0,20000,0,19,0,1654646,162000,2637,0,49059,299638,0,0,56000
第1屆高雄市議員,劉欣宜,104600,10000,0,2000,0,0,826226,560058,232219,0,4500,0,173844,0,0,10800
第1屆高雄市議員,劉義雄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,吳利成,1310000,1150000,0,0,2000,0,884950,859453,123,156000,207880,15000,297109,300000,0,25000
第1屆高雄市議員,吳思恭,2000,100000,0,0,0,0,0,25300,0,20680,0,0,13234,100000,0,0
第1屆高雄市議員,吳文耀,140000,0,0,0,0,0,0,140000,0,0,0,0,0,0,0,0
第1屆高雄市議員,吳淑芬,2001820,325000,0,0,600,19518,395390,1911270,3000,47000,138400,25502,735586,0,0,72790
第1屆高雄市議員,吳益政,7362200,2365885,500000,79800,14000,409,1752955,5474232,513123,557178,849417,69769,1221071,0,60000,0
第1屆高雄市議員,吳銘賜,7072600,3820000,20000,0,0,0,1339768,5501373,627432,93218,2498670,141495,1145472,0,0,83000
第1屆高雄市議員,周玲妏,6958500,3398000,20000,86800,65000,912,2722100,4523015,143812,468022,0,66136,1083580,0,0,31900
第1屆高雄市議員,周鍾㴴,2694100,330000,0,16800,3000,83,1223360,1641340,305354,116340,154875,92861,460204,0,0,0
第1屆高雄市議員,孫祈政,315100,436000,0,0,0,0,575750,536470,0,0,6000,57084,530539,30000,0,0
第1屆高雄市議員,康裕成,3673300,2221000,20000,40000,0,58,1802942,3771118,0,0,373982,81083,251051,40000,0,0
第1屆高雄市議員,張勝富,0,700000,0,0,52200,0,0,827700,36000,0,58200,0,0,0,0,0
第1屆高雄市議員,張文瑞,650000,680000,0,0,0,0,473400,778258,4405,43895,62770,287493,334900,0,0,76850
第1屆高雄市議員,張正信,10000,0,200000,0,19000,0,0,157394,3450,23920,0,32425,13314,0,0,2905
第1屆高雄市議員,張漢忠,2133000,790000,0,0,26100,259,772600,1837218,133441,10400,87400,5800,820983,0,0,0
第1屆高雄市議員,張省吾,1283750,1895000,0,16800,15600,0,1258700,645159,621921,33085,144783,600,658731,295000,0,8700
第1屆高雄市議員,張美瑛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,張豐藤,5383600,1477000,20000,20000,21000,141,2656370,3733686,61619,240590,205898,312373,610083,390000,0,218027
第1屆高雄市議員,徐榮延,465000,326898,0,0,0,0,0,1580839,0,0,46898,94136,262043,0,0,98700
第1屆高雄市議員,方信淵,767530,390000,0,72000,0,3,1002570,1552988,0,108909,178552,152381,596499,150000,0,206720
第1屆高雄市議員,曾俊傑,3276000,857800,0,0,3200,0,1360860,1802340,0,0,145911,111196,836502,0,0,164250
第1屆高雄市議員,曾水文,170000,200000,0,0,0,0,0,328200,0,0,64000,0,43500,0,0,0
第1屆高雄市議員,曾麗燕,2087162,625000,0,16800,58130,224,96000,3228033,940008,0,3500,48135,434944,105000,0,0
第1屆高雄市議員,李喬如,1051500,666000,20000,50000,0,60,682170,852795,415730,16000,66800,0,0,180000,30000,0
第1屆高雄市議員,李眉蓁,5308000,2968150,0,0,38700,0,1543490,4689582,0,472267,899782,168260,640594,200000,20000,100380
第1屆高雄市議員,李蕙蕙,1569000,350000,0,20000,373600,0,0,1205726,742300,30000,0,0,393169,0,0,0
第1屆高雄市議員,李鋒斌,4180,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0
第1屆高雄市議員,李長生,356350,356000,0,0,0,10,742880,3004109,0,54000,6000,125923,381200,0,0,0
第1屆高雄市議員,李雅靜,142900,44300,0,0,0,0,836422,2275663,1050300,199930,58300,60586,268555,0,0,150630
第1屆高雄市議員,李雨庭,375000,260000,0,0,0,0,0,606925,0,0,0,74393,134078,0,0,0
第1屆高雄市議員,李順進,4370750,1195000,0,5000,52000,87,720000,2111250,0,6800,16840,60909,2948126,0,0,900
第1屆高雄市議員,李鴻鈞,850500,184000,0,0,23600,104,114200,569790,49930,13100,182200,31421,233030,0,0,0
第1屆高雄市議員,林國權,216000,110000,0,0,0,0,0,211245,32192,0,75800,0,25317,0,0,0
第1屆高雄市議員,林國正,1021826,1752000,0,0,18300,125,380824,2473378,701970,439756,97604,17730,379091,2000,0,15500
第1屆高雄市議員,林宏明,500416,0,0,0,0,0,25000,399889,36560,9120,22600,0,43781,0,0,0
第1屆高雄市議員,林宛蓉,3081400,1344600,20000,96800,0,68,2763950,3528577,0,18000,703523,154890,1088993,60000,0,0
第1屆高雄市議員,林富寶,1751350,0,0,0,0,0,113900,1445268,269611,58330,131155,90800,168141,0,0,70900
第1屆高雄市議員,林武忠,3746744,1851400,20000,260000,31200,1440,1206433,3470727,166380,310747,278089,4761,779642,0,0,0
第1屆高雄市議員,林瑩蓉,3455280,650000,20000,66800,0,190,1568200,3873014,3000,187024,7422,150878,741663,0,0,646170
第1屆高雄市議員,林義迪,477000,86280,0,0,0,7,82200,213880,0,30805,33100,8558,741588,0,0,0
第1屆高雄市議員,林芳如,375000,975000,0,0,0,0,580000,1275882,0,0,0,255501,1034635,0,0,0
第1屆高雄市議員,柯路加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第1屆高雄市議員,梅再興,687000,910300,0,16800,12000,27,745100,757821,0,35000,18700,45826,233522,0,0,78782
第1屆高雄市議員,楊定國,2057500,833600,73000,50000,12000,62,1408047,587974,25500,192000,550730,117022,508418,150000,5000,0
第1屆高雄市議員,楊統一,90000,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0
第1屆高雄市議員,楊見福,135750,600000,0,0,0,0,256000,786450,293554,64400,162625,0,251047,0,0,0
第1屆高雄市議員,洪平朗,697900,407600,20000,0,29500,0,0,2219469,0,84500,116273,15380,400846,0,0,0
第1屆高雄市議員,洪秀錦,299000,300000,0,0,0,0,150000,585700,57850,120000,0,3943,36173,0,0,0
第1屆高雄市議員,洪簡金祝,356000,350000,0,0,0,0,0,755500,0,0,0,0,0,0,0,0
第1屆高雄市議員,湯東穎,195000,0,0,0,0,0,132270,949137,0,0,0,14357,10802,0,0,0
第1屆高雄市議員,王榮仁,1251688,220000,0,70000,0,0,608460,2240311,75200,99658,36300,59869,207374,20000,110000,0
第1屆高雄市議員,王耀裕,1790400,116000,0,0,0,0,186000,1835951,285103,126556,450489,41290,559999,0,0,306850
第1屆高雄市議員,王進忠,326000,194000,0,100000,19666,0,477076,417520,0,0,7400,0,165728,0,0,60500
第1屆高雄市議員,王齡嬌,2084300,1702000,0,54800,27500,0,451127,3069639,212800,0,79500,50468,340416,30000,0,19400
第1屆高雄市議員,盧謝珊珊,435000,1150000,0,0,0,0,400000,328647,105000,0,83950,116013,828089,0,0,0
第1屆高雄市議員,程啟龍,280000,250000,0,0,0,0,0,546500,0,0,0,0,22500,0,0,0
第1屆高雄市議員,程培弘,216000,150000,200000,0,0,0,0,230000,50000,90000,0,0,200000,0,0,0
第1屆高雄市議員,童燕珍,1219300,480000,0,20000,6000,7,796666,1470683,239513,2616,326092,0,391857,100000,0,0
第1屆高雄市議員,簡海源,22000,310000,0,0,0,0,0,195820,118200,0,0,0,18480,0,0,0
第1屆高雄市議員,翁瑞珠,651000,150000,0,0,0,0,451730,548270,0,0,45500,0,9190,0,0,0
第1屆高雄市議員,莊啟旺,6723800,6110000,0,566800,187488,0,1207300,13563752,0,0,6400,0,296515,390000,0,0
第1屆高雄市議員,莊政博,162000,280000,0,0,22000,0,406907,633611,252918,413995,66880,2000,307582,0,0,0
第1屆高雄市議員,葉進國,1156950,771000,0,0,0,99,287500,1585105,431185,50200,241424,30455,230936,0,0,0
第1屆高雄市議員,葉香,1253200,990300,0,0,0,0,533400,1187973,110642,1500,110603,4518,131433,0,0,239750
第1屆高雄市議員,蔡媽福,789000,455000,0,0,0,0,0,1173655,0,0,0,28394,87197,0,0,0
第1屆高雄市議員,蔡昌達,1775600,2442500,0,20000,0,0,1558500,1482906,0,0,144710,368219,1860369,0,0,269840
第1屆高雄市議員,蔡武宏,1428850,1713000,0,0,53260,0,369000,2750638,408000,0,240010,0,139662,0,0,0
第1屆高雄市議員,蔡金晏,1866666,1056000,0,16800,0,0,1858100,1375928,0,0,56200,124253,237039,300000,0,0
第1屆高雄市議員,蔡長根,845800,430000,0,0,9600,0,210067,1171876,0,42000,13270,0,30832,0,0,9800
第1屆高雄市議員,蕭永達,3072600,1252000,20000,26800,63900,969,1755800,303932,75200,155808,338052,92921,689914,0,0,40070
第1屆高雄市議員,蕭育穎,557000,205000,0,20000,22000,0,0,875072,0,0,66890,0,0,0,0,0
第1屆高雄市議員,薛明和,222000,0,0,1000,0,0,0,434970,0,0,0,0,0,0,0,0
第1屆高雄市議員,藍健菖,2420000,986000,0,0,16000,0,1302646,3084424,0,311939,12228,2515,457347,0,0,0
第1屆高雄市議員,藍星木,2133000,1716000,0,0,0,0,872600,1841016,182299,577775,136879,19600,93445,50000,0,4000
第1屆高雄市議員,蘇琦莉,283000,292000,0,0,0,5,0,631662,3600,0,16500,30903,28042,0,0,0
第1屆高雄市議員,許崑源,3243140,2400000,0,16800,10000,0,1127000,2441779,704879,363022,84638,12538,502112,0,0,438500
第1屆高雄市議員,許慧玉,549000,1306000,0,0,0,0,0,872843,228318,18900,520980,2500,243790,0,0,0
第1屆高雄市議員,許福森,1643000,2062000,0,20000,0,94,1934229,785663,0,0,441234,22294,736072,0,0,0
第1屆高雄市議員,謝志富,844000,602000,0,0,0,0,1150000,79876,0,0,30100,113310,230351,0,0,0
第1屆高雄市議員,連立堅,1191200,1160000,20000,50000,7000,220,2047956,960192,554850,0,64236,98804,290255,0,0,114940
第1屆高雄市議員,郭建盟,1201300,1076000,20000,0,0,131,1009550,788590,130713,103000,113873,36507,331427,0,0,17130
第1屆高雄市議員,郭素桃,30000,50000,0,20000,0,0,0,194500,0,0,0,0,0,0,0,0
第1屆高雄市議員,鄭光峰,,0,,,0,0,,,,0,,,,"出 繳庫支出",0,0
第1屆高雄市議員,鄭新助,1493950,549000,0,0,28700,228,1776582,1142073,138174,0,45476,4450,19997,0,0,900
第1屆高雄市議員,錢聖武,2104200,1608000,0,20000,0,0,0,4072122,0,0,0,0,0,26000,0,0
第1屆高雄市議員,鍾盛有,80000,150000,0,0,0,0,180000,739284,494000,0,138800,0,2945,0,0,0
第1屆高雄市議員,陳信瑜,4159400,1580000,20000,260000,0,0,2172913,5010689,355000,177000,468025,100194,547979,360000,100000,0
第1屆高雄市議員,陳宥良,12000,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,0
第1屆高雄市議員,陳慧文,3124488,536000,0,20000,0,0,1289375,3080871,0,0,0,0,231035,0,0,0
第1屆高雄市議員,陳政聞,1303880,1947000,30000,20000,4000,0,977720,1935509,81500,66338,35500,9000,139641,0,0,59910
第1屆高雄市議員,陳明澤,441000,406688,0,20000,0,0,0,766000,0,0,0,0,105000,0,0,0
第1屆高雄市議員,陳漢昇,193033,300000,0,0,0,0,0,497203,102260,0,19200,0,0,0,0,0
第1屆高雄市議員,陳玫娟,2910400,1190000,0,16800,4000,26,0,4055157,135302,139500,113730,96738,670795,100000,0,0
第1屆高雄市議員,陳秋東,150000,210000,0,0,0,0,0,497100,0,0,24500,0,10200,0,0,0
第1屆高雄市議員,陳粹鑾,97500,120000,0,0,0,0,0,20000,0,0,0,0,200000,0,100000,0
第1屆高雄市議員,陳美雅,1455500,2516000,0,26800,0,626,704050,3011112,224903,15000,111004,104006,288577,0,0,17850
第1屆高雄市議員,陳致中,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
第1屆高雄市議員,陳麗娜,4107700,1666000,0,16800,29600,0,654620,3988215,199220,135879,155000,111885,824015,180000,0,0
第1屆高雄市議員,陳麗珍,1679500,470000,0,66800,25000,0,1013333,1134793,129203,126708,101443,62489,49667,0,0,37488
第1屆高雄市議員,陸淑美,1343600,3524000,0,20000,4800,0,1729200,2347746,0,0,308500,200768,445748,140000,0,7000
第1屆高雄市議員,韓賜村,553600,600000,0,20000,2000,6,268600,1417792,109332,6825,236712,8000,86959,0,0,0
第1屆高雄市議員,顏曉菁,1040380,736000,0,40000,0,0,958270,159666,0,0,126000,179675,408386,0,0,0
第1屆高雄市議員,黃兆呈,230000,300000,0,0,0,202,184000,2332432,821799,55500,75680,0,93833,0,0,0
第1屆高雄市議員,黃天煌,1049056,997950,0,6000,0,0,0,1339533,164066,30414,569763,0,259703,0,0,10900
第1屆高雄市議員,黃昭星,1568000,573000,20000,0,0,0,578700,1683359,198920,152630,34150,34900,187655,100000,3000,13500
第1屆高雄市議員,黃柏霖,4561200,2315000,0,127800,0,0,1898110,5608978,0,0,101170,58193,1757664,150000,0,0
第1屆高雄市議員,黃淑美,6101500,1491000,20000,68800,200,1046,800980,4420707,619818,18525,159216,82626,1022309,0,0,373820
第1屆高雄市議員,黃添財,5807800,1993200,0,100000,7200,843,1385200,5060234,363475,263327,0,0,687186,0,0,0
第1屆高雄市議員,黃石龍,2792250,1634800,0,0,0,92,501500,3660499,67425,0,72250,59963,386279,0,0,5380
第1屆高雄市議員,黃福昌,510000,650000,0,0,0,0,347511,349070,85500,27000,0,0,434254,0,0,0
第1屆高雄市議員,黃紹庭,1254000,1036000,0,34800,0,0,688000,2225172,0,0,14000,0,850840,0,0,0
第1屆高雄市議員,黃順成,10000,0,0,0,0,0,0,82829,0,38478,41500,0,12330,0,0,0
第3屆臺北縣樹林市長,何玉枝,674000,417000,0,0,0,6,0,3028915,760950,70000,192750,0,51136,0,0,0
第3屆臺北縣樹林市長,陳世榮,6848210,2815488,0,138000,10000,122782,0,4356722,477058,265300,424980,74537,4179477,0,0,0
第3屆臺北縣汐止市長,周武榮,400000,645000,0,0,0,0,0,816300,87500,117074,0,11415,302212,0,0,0
第4屆桃園縣八德市長,何正森,959200,1018000,0,0,0,30,0,445800,333600,0,0,0,1274918,0,0,0
第4屆桃園縣八德市長,賴維哲,1611600,35000,0,0,20000,1,0,1270675,15000,63000,176800,35385,378442,0,20000,0
第4屆臺中縣太平市長,余文欽,1811800,890000,300000,0,0,9,0,4049597,0,100000,116100,118483,2014077,0,0,0
第4屆臺中縣太平市長,林茂裕,1167280,1098900,0,0,0,38,0,1814281,0,0,0,1000,1645700,0,0,0
第4屆臺北市市長,丁守中,4636000,990000,0,10000,0,785,0,5483556,137770,0,42120,0,34858,0,0,0
第4屆臺北市市長,周玉蔻,382000,1143800,3352368,0,0,420,0,2353805,559409,0,4350,120749,2092456,0,0,0
第4屆臺北市市長,宋楚瑜,4472545,15940480,900000,200000,10712,0,0,27084390,571770,1214354,525378,245786,1703673,0,0,0
第4屆臺北市市長,葉金川,4166988,208760,0,0,23600,0,0,3628611,95000,0,334875,16560,340138,0,0,0
第4屆臺北市市長,謝長廷,33158389,29742520,11045000,600000,296900,22834,0,44732390,600000,480000,18628424,287230,6564281,0,20000,0
第4屆臺北市市長,郝龍斌,9825865,52954575,49300000,1213000,183972,2010310,0,89747635,0,6198223,7103058,328278,10358659,0,0,0
第4屆臺北縣蘆洲市長,李翁月娥,1224600,1652000,0,0,0,272,0,981241,126000,196000,2217779,52070,345824,0,0,0
第4屆臺北縣蘆洲市長,陳國慶,0,120000,0,0,0,12,0,2871,197279,180000,29250,24386,493825,0,0,0
第4屆連江縣議員,曹以標,400000,0,0,0,0,0,0,1600,0,20000,18000,0,215900,0,200000,0
第4屆連江縣長,楊綏生,1065500,0,0,66000,0,0,0,718372,0,105500,50538,98050,418861,0,500,0
第4屆連江縣長,陳雪生,10000,0,2000000,100000,0,3792,0,1213660,27000,600000,45698,42493,186416,0,0,0
第4屆金門縣議員,吳增允,200000,30000,0,0,0,23,0,143160,0,20000,44915,0,55000,0,0,0
第4屆金門縣議員,唐麗輝,142200,0,0,0,0,0,0,932744,15500,97750,300365,9377,133171,0,0,0
第4屆金門縣議員,李沃士,156000,60000,0,0,0,0,0,155296,75255,11216,17625,0,108014,0,0,0
第4屆金門縣議員,李錫材,231000,5000,0,0,0,6,0,210958,10000,407590,11960,39947,303374,0,0,0
第4屆金門縣議員,楊應雄,460000,160000,0,0,0,5,0,319410,92890,123488,354272,5960,59386,0,0,0
第4屆金門縣議員,洪允典,50000,32000,0,0,0,0,0,150240,0,0,0,0,0,0,0,0
第4屆金門縣議員,洪麗萍,290000,1500000,0,0,0,0,0,449162,190000,193000,0,9575,977521,0,0,0
第4屆金門縣議員,王再生,1612000,0,0,0,0,0,0,679996,194348,177000,60100,0,211214,0,0,0
第4屆金門縣議員,莊良時,0,0,0,2000,0,0,0,98050,0,0,0,0,0,0,0,0
第4屆金門縣議員,蔡水游,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第4屆金門縣議員,蔡群生,82000,0,0,0,0,0,0,76320,0,800,0,7330,45574,0,0,0
第4屆金門縣議員,許玉昭,380000,0,0,0,0,62,0,262420,0,0,0,89820,104932,0,0,0
第4屆金門縣議員,陳玉珍,1600000,2035600,0,0,0,120760,0,21500,0,262000,25800,115180,656130,0,0,0
第4屆金門縣長,李炷烽,5608488,1550000,0,300000,3600,236,0,3599627,204500,175000,112500,124663,2360440,0,0,0
第4屆金門縣長,陳福海,279000,30000,0,0,25300,0,0,2601595,269200,202300,374478,86161,1139141,0,0,0
第4屆高雄市市長,林景元,200000,100000,0,0,1400,10,0,221500,91127,60000,0,3000,2501638,0,0,0
第4屆高雄市市長,羅志明,6222200,4637000,2000000,940000,0,3482,0,7531084,964982,600000,961000,0,6033456,0,50000,0
第4屆高雄市市長,陳學聖,2158000,200000,0,0,0,39,0,1996417,223600,0,3731,53540,93298,0,0,0
第4屆高雄市市長,陳菊,26042665,52112500,15920000,1204000,208188,3940,0,70523261,143350,9739023,17054453,1035027,14689190,0,40000,0
第4屆高雄市市長,黃俊英,27084130,47882730,37000000,1125500,164693,7829,0,76580493,3433849,5856148,9515940,3613080,13963461,0,0,0
第5屆嘉義縣太保市長,盧嘉竹,600000,0,0,0,0,33,0,2080219,11620,0,10500,7089,52293,0,0,0
第5屆嘉義縣太保市長,董國誠,35000,129800,0,0,5800,0,0,321911,52506,0,18600,2470,88881,0,0,0
第5屆嘉義縣朴子市長,黃麗貞,790000,360000,0,0,0,6,0,1353035,98995,19300,103000,58344,569393,0,0,0
第5屆桃園縣八德市市長,何正森,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第5屆桃園縣平鎮市長,李月琴,980000,132000,0,0,9000,1,0,407392,52500,57200,93000,4351,545800,0,0,0
第5屆桃園縣平鎮市長,葉步來,448000,346500,0,0,0,0,0,693592,0,0,36000,0,130920,0,0,0
第5屆桃園縣鄉平鎮市,陳萬得,884000,114000,0,0,0,0,0,1551400,197600,100000,0,20068,591195,0,0,0
第5屆臺中縣大里市長,劉錦和,964800,1299600,0,0,0,225,0,1461784,56800,300000,41926,43305,413589,0,0,0
第5屆臺中縣大里市長,林仲毅,1754000,3630000,300000,0,7000,0,0,5327011,678800,1079700,0,0,336526,0,0,0
第5屆臺中縣太平市長,黃存忠,1993100,2279000,0,12000,17200,41,0,956431,172373,150450,451058,129418,2476508,0,0,0
第5屆臺北市市長,劉明德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第5屆臺北市市長,吳武明,46200,0,0,0,0,0,0,648400,0,0,18300,0,2000165,0,0,0
第5屆臺北市市長,吳炎成,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第5屆臺北市市長,張蓬興,500,0,0,0,0,0,0,91350,0,0,0,0,17272,0,0,0
第5屆臺北市市長,蕭淑華,100,0,0,0,300,0,0,0,0,0,0,0,2007385,0,0,0
